순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수,외국인 보유주식수,외국인 지분율(%),총카운트
1332,012160,영흥,"1,095","-65","-5.6","540,013","602,061,205","1,155","1,155","1,090","93,980,027,355","0.01","85,826,509",,,
1333,053700,삼보모터스,"5,600","-230","-4.0","1,093,480","6,121,747,360","5,810","5,930","5,390","93,979,351,200","0.01","16,782,027",,,
1334,900310,컬러레이,"1,740","-55","-3.1","1,190,405","2,094,916,955","1,810","1,835","1,705","93,960,000,000","0.01","54,000,000",,,
1335,164060,이루다,"13,250","-750","-5.4","266,915","3,613,276,100","14,000","14,100","13,000","93,611,250,000","0.01","7,065,000",,,
1336,086960,한컴MDS,"10,600","-750","-6.6","129,855","1,383,691,500","11,350","11,400","10,400","93,583,244,800","0.01","8,828,608",,,
1337,307930,컴퍼니케이,"5,980","-400","-6.3","86,363","530,113,220","6,390","6,390","5,960","93,347,800,000","0.01","15,610,000",,,
1338,018620,우진비앤지,"3,445","0","0.0","2,845,101","9,926,955,240","3,460","3,720","3,245","93,206,938,175","0.01","27,055,715",,,
1339,016740,두올,"3,440","-260","-7.0","768,332","2,694,631,575","3,690","3,725","3,390","93,109,379,200","0.01","27,066,680",,,
1340,111870,삼본전자,"1,315","-70","-5.0","1,875,865","2,507,237,240","1,370","1,400","1,300","92,780,615,315","0.01","70,555,601",,,
1341,100220,비상교육,"7,120","0","0.0","765,416","5,664,273,800","7,120","7,700","6,950","92,536,795,920","0.00","12,996,741",,,
1342,012800,대창,"1,015","-75","-6.9","1,994,964","2,047,211,345","1,080","1,080","1,000","92,507,606,485","0.00","91,140,499",,,
1343,095270,웨이브일렉트로,"8,390","-410","-4.7","49,934","423,086,310","8,970","8,970","8,310","92,353,881,460","0.00","11,007,614",,,
1344,026150,특수건설,"5,910","-200","-3.3","597,852","3,550,788,020","6,120","6,180","5,750","92,348,040,660","0.00","15,625,726",,,
1345,069510,에스텍,"8,460","-220","-2.5","35,268","300,092,880","8,850","8,850","8,400","92,298,600,000","0.00","10,910,000",,,
1346,038340,UCI,"2,610","-175","-6.3","475,003","1,267,464,830","2,785","2,785","2,590","92,181,472,920","0.00","35,318,572",,,
1347,267320,나인테크,"2,480","-210","-7.8","1,899,443","4,761,648,515","2,655","2,660","2,390","92,073,853,920","0.00","37,126,554",,,
1348,084730,팅크웨어,"8,830","-820","-8.5","160,523","1,469,932,140","9,570","9,740","8,810","92,058,772,060","0.00","10,425,682",,,
1349,006980,우성사료,"2,975","-140","-4.5","555,401","1,672,724,835","3,110","3,135","2,915","91,927,500,000","0.00","30,900,000",,,
1350,036710,심텍홀딩스,"2,260","-185","-7.6","954,742","2,196,234,510","2,420","2,430","2,220","91,899,688,540","0.00","40,663,579",,,
1351,900290,GRT,"1,360","-105","-7.2","370,779","514,459,665","1,460","1,460","1,350","91,630,000,000","0.00","67,375,000",,,
1352,072470,우리산업홀딩스,"4,850","-220","-4.3","69,112","333,129,910","5,060","5,120","4,680","91,603,603,850","0.00","18,887,341",,,
1353,014280,금강공업,"3,500","-100","-2.8","141,836","486,950,825","3,665","3,665","3,340","91,558,435,500","0.00","26,159,553",,,
1354,002600,조흥,"152,500","0","0.0","66","10,013,000","153,000","154,500","151,000","91,500,000,000","0.00","600,000",,,
1355,225190,삼양옵틱스,"9,050","-300","-3.2","30,647","279,608,260","9,350","9,440","9,010","91,314,500,000","0.00","10,090,000",,,
1356,023770,플레이위드,"10,450","-900","-7.9","242,041","2,612,583,550","11,300","11,650","10,200","90,951,878,050","0.00","8,703,529",,,
1357,039830,오로라,"8,450","-300","-3.4","115,248","982,048,830","8,780","8,800","8,410","90,946,420,500","0.00","10,762,890",,,
1358,019440,세아특수강,"10,600","-100","-0.9","8,183","85,272,600","10,750","10,750","10,300","90,842,000,000","0.00","8,570,000",,,
1359,032560,황금에스티,"6,470","-190","-2.8","249,070","1,602,778,510","6,670","6,670","6,290","90,580,000,000","0.00","14,000,000",,,
1360,053590,한국테크놀로지,"903","-28","-3.0","3,903,472","3,323,258,233","928","931","750","90,554,464,497","0.00","100,281,799",,,
1361,024810,이화전기,"126","-7","-5.3","7,841,986","1,000,587,888","132","133","125","90,507,316,032","0.00","718,312,032",,,
1362,088390,이녹스,"9,670","-1,430","-12.9","243,090","2,445,442,930","10,800","10,850","9,670","90,422,661,480","0.00","9,350,844",,,
1363,145210,세화아이엠씨,"1,110","-30","-2.6","582,951","653,088,185","1,140","1,140","1,110","90,367,255,620","0.00","81,411,942",,,
1364,006125,SK디스커버리우,"66,500","-5,500","-7.6","126,049","8,558,494,100","71,000","71,600","65,900","90,337,257,500","0.00","1,358,455",,,
1365,006140,피제이전자,"6,020","1,385","29.9","1,785,484","10,602,267,895","4,620","6,020","4,620","90,300,000,000","0.00","15,000,000",,,
1366,003547,대신증권2우B,"9,020","-270","-2.9","49,852","449,297,630","9,290","9,410","8,900","90,200,000,000","0.00","10,000,000",,,
1367,056360,코위버,"9,200","-740","-7.4","471,804","4,416,245,360","9,780","9,870","9,140","90,130,560,000","0.00","9,796,800",,,
1368,003680,한성기업,"14,500","-1,000","-6.4","348,768","5,139,686,200","15,600","15,650","14,050","90,037,967,500","0.00","6,209,515",,,
1369,341310,이앤에치,"5,200","-100","-1.9","1,233","6,220,300","5,300","5,300","5,000","89,925,680,000","0.00","17,293,400",,,
1370,024060,흥구석유,"5,990","-300","-4.8","233,865","1,412,666,440","6,370","6,390","5,860","89,850,000,000","0.00","15,000,000",,,
1371,033310,디케이디앤아이,"4,085","-90","-2.2","102,848","416,257,350","4,180","4,240","3,805","89,757,298,935","0.00","21,972,411",,,
1372,194480,데브시스터즈,"8,010","-420","-5.0","8,978","72,525,730","8,490","8,490","7,920","89,747,003,700","0.00","11,204,370",,,
1373,022220,정산애강,"1,730","-65","-3.6","495,745","856,213,480","1,770","1,800","1,685","89,604,621,670","0.00","51,794,579",,,
1374,273060,와이즈버즈,"1,895","-45","-2.3","193,386","354,008,425","1,940","1,940","1,750","89,518,496,240","0.00","47,239,312",,,
1375,170920,엘티씨,"11,900","-700","-5.6","305,858","3,763,616,400","13,050","13,100","11,750","89,487,321,700","0.00","7,519,943",,,
1376,080220,제주반도체,"2,860","-185","-6.1","586,578","1,717,367,455","3,030","3,030","2,840","89,017,671,600","0.00","31,125,060",,,
1377,034300,신세계건설,"22,250","-1,050","-4.5","36,490","814,532,550","23,000","23,250","21,900","89,000,000,000","0.00","4,000,000",,,
1378,057540,옴니시스템,"2,095","-155","-6.9","1,977,225","4,264,895,190","2,255","2,315","2,065","88,849,195,115","0.00","42,410,117",,,
1379,066130,하츠,"6,930","-260","-3.6","1,155,356","8,007,194,330","7,080","7,190","6,680","88,704,000,000","0.00","12,800,000",,,
1380,038880,아이에이,"367","-27","-6.8","3,014,045","1,117,933,485","391","393","358","88,600,142,127","0.00","241,417,281",,,
1381,007370,진양제약,"7,370","390","5.6","2,788,163","20,571,996,170","6,990","7,710","6,890","88,440,000,000","0.00","12,000,000",,,
1382,256150,한독크린텍,"21,600","-600","-2.7","74,650","1,598,485,100","22,200","22,200","20,950","88,365,600,000","0.00","4,091,000",,,
1383,079190,EMW,"2,780","0","0.0","0","0","0","0","0","88,360,067,660","0.00","31,784,197",,,
1384,011330,유니켐,"1,285","-100","-7.2","642,302","845,672,655","1,410","1,410","1,285","88,292,790,755","0.00","68,710,343",,,
1385,239340,줌인터넷,"3,275","-280","-7.9","340,680","1,129,132,760","3,555","3,555","3,200","88,038,098,050","0.00","26,881,862",,,
1386,227840,현대코퍼레이션홀딩스,"9,670","-330","-3.3","70,257","682,674,780","10,100","10,100","9,590","88,005,084,120","0.00","9,100,836",,,
1387,049480,오픈베이스,"2,800","-215","-7.1","1,102,678","3,142,352,400","2,980","3,025","2,725","87,982,672,400","0.00","31,422,383",,,
1388,255220,SG,"2,390","30","1.3","607,588","1,429,591,180","2,335","2,460","2,185","87,760,864,530","0.00","36,720,027",,,
1389,194370,제이에스코퍼레이션,"6,580","-180","-2.7","55,394","367,602,470","6,730","6,840","6,540","87,748,254,580","0.00","13,335,601",,,
1390,092440,기신정기,"3,000","-135","-4.3","63,831","193,969,975","3,145","3,145","3,000","87,600,000,000","0.00","29,200,000",,,
1391,011500,한농화성,"5,600","-570","-9.2","504,378","2,888,510,310","6,070","6,210","5,370","87,567,435,200","0.00","15,637,042",,,
1392,195500,마니커에프앤지,"8,120","-620","-7.1","402,883","3,306,959,970","8,740","8,790","7,950","87,436,160,000","0.00","10,768,000",,,
1393,064820,케이프,"3,050","55","1.8","430,691","1,319,068,575","3,020","3,175","2,945","87,419,039,000","0.00","28,661,980",,,
1394,047770,코데즈컴바인,"2,310","-120","-4.9","387,448","895,809,710","2,430","2,440","2,245","87,416,410,620","0.00","37,842,602",,,
1395,004080,신흥,"9,100","-20","-0.2","3,675","33,315,120","9,150","9,160","9,020","87,360,000,000","0.00","9,600,000",,,
1396,090850,이지웰,"7,400","-280","-3.6","259,039","1,900,188,370","7,510","7,660","7,180","87,195,591,200","0.00","11,783,188",,,
1397,092220,KEC,"747","-40","-5.1","1,139,525","859,765,519","788","788","739","87,180,084,180","0.00","116,706,940",,,
1398,000650,천일고속,"60,900","-1,200","-1.9","2,826","172,097,700","62,700","62,700","60,300","87,039,498,000","0.00","1,429,220",,,
1399,093190,빅솔론,"4,515","-15","-0.3","51,473","225,641,635","4,545","4,545","4,335","86,863,656,075","0.00","19,238,905",,,
1400,063440,SM Life Design,"1,920","-115","-5.6","1,738,122","3,378,800,370","2,030","2,030","1,890","86,455,975,680","0.00","45,029,154",,,
1401,005190,동성화학,"16,200","-450","-2.7","32,765","532,609,450","16,600","16,700","15,800","86,436,136,800","0.00","5,335,564",,,
1402,950140,잉글우드랩,"4,350","-300","-6.4","90,699","398,648,820","4,650","4,745","4,315","86,425,217,100","0.00","19,867,866",,,
1403,035610,솔본,"3,160","-180","-5.4","100,448","322,775,135","3,385","3,385","3,140","86,413,350,520","0.00","27,345,997",,,
1404,081150,티플랙스,"3,555","-220","-5.8","2,081,814","7,710,897,655","3,830","3,935","3,505","86,274,169,110","0.00","24,268,402",,,
1405,219130,타이거일렉,"13,650","-150","-1.1","139,840","1,861,942,350","13,750","14,200","12,750","86,190,058,500","0.00","6,314,290",,,
1406,016790,현대사료,"14,000","-200","-1.4","58,134","820,835,850","14,200","14,750","13,700","86,106,804,000","0.00","6,150,486",,,
1407,299910,베스파,"10,650","-1,100","-9.4","84,578","907,771,100","11,900","11,900","10,450","85,963,477,200","0.00","8,071,688",,,
1408,016600,큐캐피탈,"511","-32","-5.9","943,342","492,692,079","536","540","501","85,797,882,653","0.00","167,901,923",,,
1409,005800,신영와코루,"95,300","-1,100","-1.1","336","32,158,100","96,100","97,600","94,000","85,770,000,000","0.00","900,000",,,
1410,071460,위니아딤채,"2,380","-55","-2.3","199,708","478,357,650","2,400","2,445","2,380","85,602,162,100","0.00","35,967,295",,,
1411,066590,우수AMS,"3,420","-225","-6.2","769,018","2,641,279,860","3,610","3,690","3,310","85,480,516,260","0.00","24,994,303",,,
1412,246250,에스엘에스바이오,"12,500","450","3.7","14,160","176,919,200","12,350","12,950","12,050","85,351,287,500","0.00","6,828,103",,,
1413,062860,티엘아이,"8,640","-550","-6.0","205,543","1,798,100,090","9,050","9,100","8,380","85,300,300,800","0.00","9,872,720",,,
1414,004830,덕성,"5,430","30","0.6","1,596,852","8,699,202,040","5,350","5,650","5,240","85,142,400,000","0.00","15,680,000",,,
1415,013990,아가방컴퍼니,"2,585","-180","-6.5","274,790","723,685,365","2,720","2,800","2,495","85,014,280,560","0.00","32,887,536",,,
1416,025750,한솔홈데코,"1,055","-80","-7.0","1,928,475","2,090,595,750","1,135","1,140","1,050","84,996,232,195","0.00","80,565,149",,,
1417,017550,수산중공업,"1,570","-100","-6.0","1,365,987","2,174,663,375","1,675","1,680","1,550","84,756,705,910","0.00","53,985,163",,,
1418,258830,세종메디칼,"12,500","-250","-2.0","99,083","1,222,386,100","12,900","12,900","11,950","84,721,762,500","0.00","6,777,741",,,
1419,050120,라이브플렉스,"623","-29","-4.4","2,082,433","1,306,983,296","647","660","611","84,504,258,272","0.00","135,640,864",,,
1420,078860,아이오케이,"1,665","-65","-3.8","535,101","888,056,460","1,730","1,745","1,600","84,499,652,430","0.00","50,750,542",,,
1421,060900,대한그린파워,"625","-20","-3.1","1,581,198","1,001,422,828","647","654","620","84,474,375,625","0.00","135,159,001",,,
1422,004450,삼화왕관,"39,200","-1,250","-3.1","1,246","48,815,050","41,000","41,000","38,500","84,451,656,800","0.00","2,154,379",,,
1423,083420,그린케미칼,"3,515","-115","-3.2","160,268","563,700,545","3,630","3,655","3,430","84,360,000,000","0.00","24,000,000",,,
1424,094840,슈프리마에이치큐,"8,050","570","7.6","5,386,465","44,214,758,260","7,390","8,950","7,240","84,298,312,000","0.00","10,471,840",,,
1425,003080,성보화학,"4,210","-255","-5.7","74,712","320,062,745","4,490","4,490","4,185","84,284,200,000","0.00","20,020,000",,,
1426,119850,지엔씨에너지,"5,170","-470","-8.3","937,611","4,911,474,880","5,610","5,640","5,050","84,249,430,760","0.00","16,295,828",,,
1427,065370,위세아이텍,"19,100","-900","-4.5","85,655","1,610,918,650","20,000","20,450","18,100","84,108,970,100","0.00","4,403,611",,,
1428,041520,이라이콤,"6,900","-330","-4.6","282,467","1,958,216,810","7,190","7,310","6,720","84,102,237,000","0.00","12,188,730",,,
1429,003610,방림,"1,985","175","9.7","15,429,525","31,242,522,265","1,795","2,180","1,790","83,993,468,650","0.00","42,314,090",,,
1430,193250,와이제이엠게임즈,"1,550","-70","-4.3","772,448","1,183,498,160","1,600","1,615","1,485","83,928,214,250","0.00","54,147,235",,,
1431,095910,에스에너지,"5,850","-330","-5.3","378,145","2,239,925,180","6,180","6,280","5,710","83,921,321,250","0.00","14,345,525",,,
1432,080720,한국유니온제약,"14,200","0","0.0","159,213","2,254,089,850","14,350","14,600","13,800","83,832,937,600","0.00","5,903,728",,,
1433,023000,삼원강재,"2,095","-115","-5.2","27,557","58,639,090","2,215","2,225","2,080","83,800,000,000","0.00","40,000,000",,,
1434,004270,남성,"2,310","-160","-6.5","477,930","1,107,678,745","2,425","2,470","2,255","83,650,089,600","0.00","36,212,160",,,
1435,016670,포비스티앤씨,"965","-65","-6.3","6,638,020","6,524,483,551","1,005","1,010","961","83,529,815,210","0.00","86,559,394",,,
1436,117670,알파홀딩스,"4,380","195","4.7","448,576","1,819,045,450","4,095","4,380","3,850","83,515,996,020","0.00","19,067,579",,,
1437,053690,한미글로벌,"7,620","-440","-5.5","131,153","1,013,289,990","7,950","8,000","7,590","83,496,531,000","0.00","10,957,550",,,
1438,072990,에이치시티,"12,050","-600","-4.7","174,247","2,090,654,750","12,650","12,700","11,700","83,477,580,000","0.00","6,927,600",,,
1439,318010,팜스빌,"10,500","-1,000","-8.7","170,908","1,840,790,450","11,350","11,450","10,400","83,258,049,000","0.00","7,929,338",,,
1440,060370,KT서브마린,"3,800","-285","-7.0","423,599","1,646,116,235","4,095","4,130","3,775","83,220,000,000","0.00","21,900,000",,,
1441,094940,푸른기술,"12,650","-800","-6.0","205,129","2,658,028,350","13,250","13,600","12,500","83,163,655,300","0.00","6,574,202",,,
1442,005870,휴니드,"5,890","-590","-9.1","495,059","3,019,271,120","6,400","6,470","5,830","83,143,328,350","0.00","14,116,015",,,
1443,198080,엔피디,"3,860","-265","-6.4","190,973","749,752,270","4,075","4,160","3,790","83,125,814,100","0.00","21,535,185",,,
1444,007590,동방아그로,"6,100","-180","-2.9","39,262","242,353,470","6,220","6,340","6,100","83,067,219,700","0.00","13,617,577",,,
1445,089140,넥스턴,"7,010","-150","-2.1","29,029","202,722,820","7,060","7,190","6,850","83,044,105,200","0.00","11,846,520",,,
1446,009200,무림페이퍼,"1,995","-60","-2.9","283,932","574,479,020","2,040","2,055","1,985","83,010,573,450","0.00","41,609,310",,,
1447,042500,링네트,"5,440","150","2.8","8,449,509","46,812,473,590","5,440","5,800","5,150","82,779,816,320","0.00","15,216,878",,,
1448,013310,아진산업,"2,260","-180","-7.4","866,273","2,013,615,245","2,440","2,460","2,235","82,732,773,720","0.00","36,607,422",,,
1449,002360,SH에너지화학,"744","-38","-4.9","1,609,546","1,221,261,005","785","789","740","82,683,495,120","0.00","111,133,730",,,
1450,000105,유한양행우,"70,000","1,400","2.0","195,826","14,394,778,300","74,900","79,400","68,600","82,665,800,000","0.00","1,180,940",,,
1451,038870,에코바이오,"7,110","-660","-8.5","330,271","2,435,596,810","7,710","7,940","7,000","82,554,167,340","0.00","11,610,994",,,
1452,065350,신성델타테크,"3,315","-85","-2.5","379,802","1,240,437,680","3,395","3,425","3,165","82,427,199,855","0.00","24,864,917",,,
1453,186230,그린플러스,"17,000","-1,100","-6.1","198,244","3,489,365,700","18,100","18,500","17,000","82,175,807,000","0.00","4,833,871",,,
1454,014200,광림,"1,550","-85","-5.2","624,229","974,259,450","1,630","1,630","1,525","82,029,462,700","0.00","52,922,234",,,
1455,036690,코맥스,"5,470","-460","-7.8","722,008","4,056,634,680","5,790","5,930","5,360","82,004,965,490","0.00","14,991,767",,,
1456,064850,에프앤가이드,"7,450","-50","-0.7","2,070","15,532,420","7,500","7,510","7,450","81,950,000,000","0.00","11,000,000",,,
1457,049520,유아이엘,"3,750","-190","-4.8","133,938","504,297,785","3,950","3,950","3,705","81,693,510,000","0.00","21,784,936",,,
1458,071670,에이테크솔루션,"8,150","-500","-5.8","200,334","1,678,936,000","8,570","8,810","8,060","81,500,000,000","0.00","10,000,000",,,
