순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수,외국인 보유주식수,외국인 지분율(%),총카운트
1132,290740,액트로,"11,750","-600","-4.9","267,081","3,144,039,800","12,050","12,350","11,400","118,263,879,250","0.01","10,065,011",,,
1133,196490,디에이테크놀로지,"1,590","-140","-8.1","8,980,616","14,497,959,515","1,690","1,735","1,540","118,222,564,260","0.01","74,353,814",,,
1134,011785,금호석유우,"39,000","-1,800","-4.4","46,150","1,834,317,800","40,250","41,400","38,800","117,915,954,000","0.01","3,023,486",,,
1135,322510,제이엘케이,"7,850","210","2.8","951,775","7,383,343,970","7,640","7,940","7,580","117,865,685,450","0.01","15,014,737",,,
1136,060230,이그잭스,"1,565","-165","-9.5","2,571,155","4,038,631,800","1,700","1,700","1,505","117,208,352,540","0.01","74,893,516",,,
1137,023600,삼보판지,"7,230","-440","-5.7","214,442","1,577,056,070","7,670","7,720","7,190","116,909,100,000","0.01","16,170,000",,,
1138,110990,디아이티,"6,180","-430","-6.5","119,165","757,558,760","6,480","6,750","6,080","116,802,000,000","0.01","18,900,000",,,
1139,019550,SBI인베스트먼트,"719","-18","-2.4","2,175,849","1,607,987,402","750","769","713","116,525,867,425","0.01","162,066,575",,,
1140,156100,엘앤케이바이오,"9,340","50","0.5","302,503","2,722,108,880","9,200","9,350","8,700","116,436,325,440","0.01","12,466,416",,,
1141,297890,엘이티,"16,350","-1,000","-5.8","58,547","970,869,200","17,200","17,650","16,150","116,239,507,500","0.01","7,109,450",,,
1142,107590,미원홀딩스,"50,100","-700","-1.4","4,323","216,260,600","50,100","51,800","49,500","116,232,000,000","0.01","2,320,000",,,
1143,033130,디지틀조선,"3,130","-260","-7.7","2,201,690","7,034,877,195","3,330","3,375","3,100","116,170,785,710","0.01","37,115,267",,,
1144,114450,KPX생명과학,"7,740","-990","-11.3","19,908,767","188,269,739,330","8,990","10,650","7,650","116,100,000,000","0.01","15,000,000",,,
1145,090360,로보스타,"11,900","-1,150","-8.8","166,543","2,011,602,750","12,950","13,200","11,650","116,025,000,000","0.01","9,750,000",,,
1146,041930,동아화성,"7,340","-530","-6.7","618,421","4,634,775,410","7,870","8,050","7,180","115,972,000,000","0.01","15,800,000",,,
1147,038390,레드캡투어,"13,500","-450","-3.2","53,190","722,210,550","14,100","14,100","13,350","115,957,980,000","0.01","8,589,480",,,
1148,353810,이지바이오,"50,700","-2,900","-5.4","63,349","3,246,905,050","52,900","53,500","49,850","115,937,109,600","0.01","2,286,728",,,
1149,042040,케이피엠테크,"979","-26","-2.6","3,337,294","3,330,366,476","996","1,045","958","115,720,037,015","0.01","118,202,285",,,
1150,03473K,SK우,"203,500","-14,000","-6.4","24,449","5,090,502,000","217,500","217,500","203,500","115,208,472,500","0.01","566,135",,,
1151,008970,동양철관,"969","-31","-3.1","2,027,817","1,997,377,189","1,005","1,015","964","115,199,846,010","0.01","118,885,290",,,
1152,008040,사조동아원,"815","-43","-5.0","626,026","517,625,896","860","863","809","115,032,849,000","0.01","141,144,600",,,
1153,134380,미원화학,"52,300","-800","-1.5","2,596","134,925,100","52,300","52,600","51,800","115,021,716,400","0.01","2,199,268",,,
1154,009300,삼아제약,"18,050","100","0.6","40,488","726,409,300","17,800","18,500","17,350","114,978,500,000","0.01","6,370,000",,,
1155,290380,대유,"12,700","-550","-4.2","257,389","3,289,005,200","13,150","13,250","12,200","114,965,480,000","0.01","9,052,400",,,
1156,093920,서원인텍,"6,180","-560","-8.3","316,426","2,001,894,730","6,750","6,800","6,150","114,948,000,000","0.01","18,600,000",,,
1157,000220,유유제약,"16,650","1,000","6.4","1,418,472","23,743,341,800","15,700","17,550","15,500","114,931,153,800","0.01","6,902,772",,,
1158,093230,이아이디,"207","-20","-8.8","15,899,273","3,370,119,761","227","227","205","114,541,906,194","0.01","553,342,542",,,
1159,005320,국동,"3,000","-210","-6.5","2,168,191","6,727,890,950","3,210","3,295","2,940","114,501,342,000","0.01","38,167,114",,,
1160,009470,삼화전기,"17,300","-1,100","-6.0","196,151","3,426,174,750","18,100","18,450","16,950","114,419,086,000","0.01","6,613,820",,,
1161,040300,YTN,"2,720","-90","-3.2","175,070","470,829,845","2,750","2,840","2,580","114,240,000,000","0.01","42,000,000",,,
1162,190510,나무가,"16,600","-900","-5.1","178,566","2,962,310,150","17,600","17,650","15,900","114,060,094,000","0.01","6,871,090",,,
1163,039340,한국경제TV,"4,950","-250","-4.8","172,671","861,787,725","5,120","5,190","4,895","113,850,000,000","0.01","23,000,000",,,
1164,064240,홈캐스트,"3,435","-70","-2.0","220,367","757,181,885","3,535","3,540","3,380","113,680,486,860","0.01","33,094,756",,,
1165,263800,데이타솔루션,"7,180","-440","-5.8","327,583","2,410,772,200","7,730","7,890","7,000","113,505,604,400","0.01","15,808,580",,,
1166,347890,엠투아이,"13,500","-1,250","-8.5","319,192","4,488,210,500","14,650","15,300","13,300","113,387,877,000","0.01","8,399,102",,,
1167,216400,바이오코아,"14,700","-200","-1.3","13,837","198,548,300","14,900","14,900","14,000","113,356,330,500","0.01","7,711,315",,,
1168,099750,이지케어텍,"17,750","-1,100","-5.8","81,306","1,458,298,900","18,900","19,350","17,500","113,351,500,000","0.01","6,386,000",,,
1169,205100,엑셈,"3,345","-175","-5.0","956,557","3,175,450,465","3,515","3,520","3,215","113,336,203,185","0.01","33,882,273",,,
1170,066620,국보디자인,"15,050","-650","-4.1","20,093","307,245,000","15,700","16,000","14,900","112,875,000,000","0.01","7,500,000",,,
1171,238120,로고스바이오,"15,700","3,600","29.8","3,046,002","45,619,429,000","12,300","15,700","12,250","112,874,333,600","0.01","7,189,448",,,
1172,133750,메가엠디,"4,885","775","18.9","44,231,744","212,966,054,285","4,280","5,200","4,200","112,829,221,145","0.01","23,097,077",,,
1173,073640,테라사이언스,"1,925","115","6.4","1,649,964","3,182,711,635","1,815","2,055","1,815","112,424,646,950","0.01","58,402,414",,,
1174,001750,한양증권,"8,820","-340","-3.7","113,447","1,005,533,850","9,180","9,180","8,620","112,265,669,880","0.01","12,728,534",,,
1175,118990,모트렉스,"2,990","-205","-6.4","636,463","1,979,307,225","3,205","3,325","2,970","112,119,420,660","0.01","37,498,134",,,
1176,078000,텔코웨어,"11,550","-600","-4.9","21,466","251,827,950","12,150","12,150","11,550","112,066,254,300","0.01","9,702,706",,,
1177,073570,WI,"1,480","-70","-4.5","1,188,217","1,717,751,570","1,545","1,575","1,395","111,983,893,640","0.01","75,664,793",,,
1178,009190,대양금속,"3,785","-225","-5.6","1,061,902","4,071,842,800","4,050","4,070","3,700","111,907,079,115","0.01","29,565,939",,,
1179,079810,디이엔티,"8,580","-990","-10.3","586,545","5,206,301,260","9,530","9,530","8,530","111,856,250,220","0.01","13,036,859",,,
1180,089890,코세스,"6,630","-240","-3.5","292,947","1,954,285,370","6,870","6,910","6,500","111,728,508,060","0.01","16,851,962",,,
1181,083930,아바코,"6,980","-710","-9.2","412,935","2,965,213,100","7,690","7,690","6,890","111,655,604,900","0.01","15,996,505",,,
1182,001140,국보,"2,500","110","4.6","5,134,371","12,595,166,445","2,445","2,545","2,300","111,490,842,500","0.01","44,596,337",,,
1183,080000,에스엔유,"3,245","-225","-6.5","261,364","857,781,930","3,470","3,530","3,190","111,377,713,150","0.01","34,322,870",,,
1184,000230,일동홀딩스,"9,650","-330","-3.3","90,353","905,466,630","9,860","10,500","9,610","111,364,860,000","0.01","11,540,400",,,
1185,065060,지엔코,"1,135","-65","-5.4","788,518","902,713,755","1,195","1,200","1,115","111,239,129,940","0.01","98,008,044",,,
1186,079960,동양이엔피,"14,150","-950","-6.3","128,480","1,841,408,650","15,100","15,100","14,050","111,219,000,000","0.01","7,860,000",,,
1187,002760,보락,"1,855","-45","-2.4","1,284,176","2,380,901,510","1,900","1,920","1,815","111,114,500,000","0.01","59,900,000",,,
1188,027740,마니커,"700","-29","-4.0","2,552,419","1,801,435,587","742","742","698","110,930,815,800","0.01","158,472,594",,,
1189,004250,NPC,"3,010","-195","-6.1","51,172","157,305,390","3,200","3,200","2,920","110,527,200,000","0.01","36,720,000",,,
1190,210540,디와이파워,"10,000","-550","-5.2","149,102","1,498,409,540","10,500","10,600","9,860","110,417,080,000","0.01","11,041,708",,,
1191,041460,한국전자인증,"5,140","-320","-5.9","401,601","2,070,327,610","5,500","5,510","5,000","110,300,539,860","0.01","21,459,249",,,
1192,122350,삼기오토모티브,"3,000","0","0.0","1,270,027","3,837,873,270","3,000","3,120","2,950","109,945,020,000","0.01","36,648,340",,,
1193,003830,대한화섬,"82,700","-3,100","-3.6","6,647","547,170,200","85,700","85,900","81,000","109,825,600,000","0.01","1,328,000",,,
1194,102280,쌍방울,"788","8","1.0","11,730,417","9,409,423,514","780","825","767","109,815,386,076","0.01","139,359,627",,,
1195,009460,한창제지,"1,840","-125","-6.4","1,359,530","2,557,078,590","1,965","1,965","1,830","109,788,174,240","0.01","59,667,486",,,
1196,004060,SG세계물산,"542","-32","-5.6","1,891,981","1,043,701,771","566","577","539","109,714,328,320","0.01","202,424,960",,,
1197,100840,S&TC,"14,600","-500","-3.3","28,092","417,157,550","15,000","15,200","14,500","109,597,980,600","0.01","7,506,711",,,
1198,015540,쎌마테라퓨틱스,"9,710","2,240","30.0","3,967,262","34,578,392,730","7,990","9,710","7,710","109,498,728,130","0.01","11,276,903",,,
1199,055490,테이팩스,"23,150","-1,800","-7.2","71,672","1,674,181,050","24,450","25,250","22,300","109,213,597,500","0.01","4,717,650",,,
1200,004560,현대비앤지스틸,"7,220","-270","-3.6","85,701","624,366,790","7,480","7,500","7,120","108,869,015,420","0.01","15,078,811",,,
1201,008700,아남전자,"1,410","-85","-5.7","1,361,200","1,929,257,755","1,490","1,490","1,390","108,745,996,200","0.01","77,124,820",,,
1202,334890,이지스밸류리츠,"4,530","-60","-1.3","131,416","594,951,665","4,620","4,620","4,500","108,720,000,000","0.01","24,000,000",,,
1203,241770,메카로,"10,750","-500","-4.4","61,573","665,514,950","11,300","11,300","10,550","108,599,080,000","0.01","10,102,240",,,
1204,137950,제이씨케미칼,"4,870","-280","-5.4","583,312","2,882,410,385","5,190","5,190","4,790","108,444,254,180","0.01","22,267,814",,,
1205,000180,성창기업지주,"1,550","-75","-4.6","254,624","398,396,910","1,620","1,630","1,550","108,114,980,000","0.01","69,751,600",,,
1206,246710,티앤알바이오팹,"12,850","-1,000","-7.2","189,070","2,489,089,050","13,850","14,100","12,750","107,883,974,000","0.01","8,395,640",,,
1207,211270,AP위성,"7,180","-390","-5.2","65,834","474,380,230","7,500","7,570","6,990","107,806,292,720","0.01","15,014,804",,,
1208,148250,알엔투테크놀로지,"15,300","-1,800","-10.5","673,638","10,673,672,750","17,100","17,200","15,150","107,670,950,100","0.01","7,037,317",,,
1209,060560,홈센타홀딩스,"1,265","-25","-1.9","328,396","412,321,945","1,265","1,290","1,225","107,667,966,505","0.01","85,113,017",,,
1210,038070,서린바이오,"13,450","450","3.5","829,548","10,770,857,350","13,000","13,500","12,400","107,609,092,200","0.01","8,000,676",,,
1211,179290,엠아이텍,"3,450","-330","-8.7","654,268","2,327,454,805","3,780","3,795","3,440","107,415,122,100","0.01","31,134,818",,,
1212,005990,매일홀딩스,"7,830","-250","-3.1","29,052","227,977,590","8,090","8,090","7,710","107,414,320,320","0.01","13,718,304",,,
1213,327610,펨토바이오메드,"19,500","-300","-1.5","5,405","101,396,150","19,200","20,850","18,500","107,384,452,500","0.01","5,506,895",,,
1214,009320,대우부품,"2,250","-140","-5.9","1,043,970","2,409,896,690","2,370","2,415","2,250","107,204,343,750","0.01","47,646,375",,,
1215,034590,인천도시가스,"24,500","-100","-0.4","2,418","59,159,300","24,650","24,650","24,350","107,181,473,000","0.01","4,374,754",,,
1216,014970,삼륭물산,"7,070","-280","-3.8","244,361","1,737,836,230","7,240","7,410","6,860","106,933,750,000","0.01","15,125,000",,,
1217,122640,예스티,"7,410","-400","-5.1","179,157","1,320,290,170","7,730","7,810","7,200","106,860,714,090","0.01","14,421,149",,,
1218,014160,대영포장,"985","-25","-2.5","1,613,964","1,603,236,677","1,005","1,020","976","106,768,630,765","0.01","108,394,549",,,
1219,263600,덕우전자,"6,700","-600","-8.2","426,651","2,905,874,870","7,200","7,280","6,530","106,733,077,000","0.01","15,930,310",,,
1220,160550,NEW,"3,815","-265","-6.5","447,892","1,728,113,650","4,060","4,080","3,760","106,461,794,390","0.01","27,906,106",,,
1221,065150,MP그룹,"1,315","0","0.0","0","0","0","0","0","106,263,055,205","0.01","80,808,407",,,
1222,001550,조비,"20,450","-1,750","-7.9","138,654","2,900,301,750","21,750","22,150","20,050","106,181,287,550","0.01","5,192,239",,,
1223,137940,넥스트아이,"1,375","-85","-5.8","1,720,287","2,449,742,660","1,480","1,510","1,345","106,034,737,875","0.01","77,116,173",,,
1224,305090,마이크로디지탈,"14,600","-1,100","-7.0","381,525","5,999,603,900","16,550","17,000","14,300","106,019,360,000","0.01","7,261,600",,,
1225,014530,극동유화,"3,040","-45","-1.5","193,799","589,648,795","3,090","3,105","3,015","106,003,036,800","0.01","34,869,420",,,
1226,044960,이글벳,"8,350","-90","-1.1","1,117,385","9,496,457,510","8,520","8,810","8,240","105,559,723,050","0.01","12,641,883",,,
1227,065560,녹원씨엔아이,"6,110","480","8.5","579,436","3,469,533,900","5,800","6,240","5,700","105,462,418,750","0.01","17,260,625",,,
1228,088290,이원컴포텍,"6,170","180","3.0","498,447","3,070,960,200","6,080","6,450","5,900","105,185,333,220","0.01","17,047,866",,,
1229,015710,코콤,"6,000","-350","-5.5","160,383","974,148,050","6,250","6,270","5,900","105,183,000,000","0.01","17,530,500",,,
1230,058630,엠게임,"5,360","-420","-7.3","893,469","4,877,667,140","5,720","5,760","5,290","104,755,180,720","0.01","19,543,877",,,
1231,178780,유테크,"3,445","260","8.2","1,520,236","5,198,959,855","3,500","3,650","3,175","104,435,633,185","0.01","30,315,133",,,
1232,035620,바른손이앤에이,"1,420","-100","-6.6","1,440,348","2,054,447,750","1,510","1,510","1,390","104,332,374,260","0.01","73,473,503",,,
1233,043220,에이치엘비파워,"1,145","-55","-4.6","2,760,179","3,202,758,395","1,190","1,210","1,135","104,327,106,665","0.01","91,115,377",,,
1234,250000,보라티알,"15,450","0","0.0","1,744,495","27,283,392,400","15,050","16,550","14,800","104,298,824,850","0.01","6,750,733",,,
1235,092870,엑시콘,"10,050","-650","-6.1","280,579","2,837,261,180","10,550","10,550","9,850","104,260,509,000","0.01","10,374,180",,,
1236,050760,에스폴리텍,"6,380","-410","-6.0","420,251","2,675,478,760","6,700","6,760","6,110","104,215,245,640","0.01","16,334,678",,,
1237,054210,이랜텍,"4,350","-370","-7.8","1,708,127","7,543,482,845","4,680","4,720","4,235","104,204,793,750","0.01","23,955,125",,,
1238,180060,탑선,"12,850","0","0.0","72","919,800","12,850","12,850","12,700","104,170,658,100","0.01","8,106,666",,,
1239,130660,한전산업,"3,195","-100","-3.0","69,986","224,912,425","3,300","3,330","3,190","104,157,000,000","0.01","32,600,000",,,
1240,013570,디와이,"3,950","-140","-3.4","134,273","536,447,580","4,150","4,150","3,900","103,962,550,350","0.01","26,319,633",,,
1241,035150,백산,"4,295","-365","-7.8","447,554","1,969,451,370","4,665","4,680","4,255","103,939,000,000","0.01","24,200,000",,,
1242,140070,서플러스글로벌,"2,810","-260","-8.5","835,279","2,435,242,925","3,035","3,100","2,765","103,936,280,000","0.01","36,988,000",,,
1243,264900,크라운제과,"8,290","-150","-1.8","20,708","172,152,370","8,440","8,500","8,200","103,822,716,500","0.01","12,523,850",,,
1244,204620,글로벌텍스프리,"2,670","-125","-4.5","187,428","502,067,510","2,795","2,795","2,630","103,583,555,130","0.01","38,795,339",,,
1245,200470,에이팩트,"5,900","-360","-5.8","482,656","2,858,872,490","6,260","6,270","5,800","103,566,712,000","0.01","17,553,680",,,
1246,141000,비아트론,"8,540","-650","-7.1","212,983","1,860,587,600","9,170","9,250","8,490","103,459,623,400","0.01","12,114,710",,,
1247,225330,씨엠에스에듀,"5,550","-190","-3.3","201,240","1,116,078,970","5,620","5,720","5,430","103,422,185,400","0.01","18,634,628",,,
1248,214270,퓨쳐스트림네트웍스,"1,025","-45","-4.2","1,188,874","1,233,613,250","1,070","1,080","1,015","103,398,121,400","0.01","100,876,216",,,
1249,200880,서연이화,"3,825","-400","-9.5","449,746","1,772,125,810","4,220","4,220","3,805","103,383,771,525","0.01","27,028,437",,,
1250,036560,영풍정밀,"6,560","-290","-4.2","109,383","724,774,930","6,900","6,900","6,500","103,320,000,000","0.01","15,750,000",,,
1251,131400,액트,"4,510","-385","-7.9","401,201","1,847,881,390","4,940","4,940","4,460","103,238,612,950","0.01","22,891,045",,,
1252,242040,나무기술,"3,200","-220","-6.4","504,910","1,644,046,250","3,450","3,450","3,175","103,215,472,000","0.01","32,254,835",,,
1253,001840,이화공영,"5,210","-250","-4.6","1,019,580","5,465,984,790","5,460","5,600","5,130","103,188,009,600","0.01","19,805,760",,,
1254,099220,SDN,"2,140","-155","-6.8","1,933,462","4,175,920,600","2,265","2,325","2,090","103,102,447,960","0.01","48,178,714",,,
1255,001045,CJ우,"45,550","-1,300","-2.8","17,818","811,359,100","47,000","47,000","44,900","102,953,157,650","0.01","2,260,223",,,
1256,007720,대명소노시즌,"1,020","-60","-5.6","520,658","539,689,585","1,060","1,075","1,015","102,816,459,000","0.01","100,800,450",,,
1257,069920,아이에스이커머스,"3,980","55","1.4","7,391","29,042,515","3,985","3,985","3,865","102,788,920,760","0.01","25,826,362",,,
1258,253590,네오셈,"2,730","-215","-7.3","540,724","1,513,891,155","2,995","2,995","2,700","102,474,339,240","0.01","37,536,388",,,
1259,018310,삼목에스폼,"6,960","-550","-7.3","43,026","308,000,020","7,550","7,590","6,960","102,312,000,000","0.01","14,700,000",,,
1260,003650,미창석유,"58,700","0","0.0","2,446","144,192,400","59,800","59,800","58,300","102,118,746,400","0.01","1,739,672",,,
1261,025620,제이준코스메틱,"2,800","-140","-4.8","498,470","1,405,385,240","2,900","2,910","2,760","101,927,145,600","0.01","36,402,552",,,
1262,067390,아스트,"3,960","-105","-2.6","339,571","1,358,630,990","4,070","4,130","3,930","101,691,421,920","0.01","25,679,652",,,
1263,285490,노바텍,"20,250","-2,500","-11.0","201,874","4,289,023,050","22,500","23,200","20,250","101,580,844,500","0.01","5,016,338",,,
1264,065710,서호전기,"19,700","-800","-3.9","46,102","912,010,800","20,450","20,450","19,450","101,455,000,000","0.01","5,150,000",,,
1265,114810,아이원스,"7,560","-400","-5.0","338,107","2,631,334,430","7,960","8,300","7,370","101,424,347,640","0.01","13,415,919",,,
1266,192410,감마누,"4,255","-915","-17.7","3,546,626","16,138,470,245","5,070","5,070","4,235","101,371,141,275","0.01","23,824,005",,,
1267,013520,화승알앤에이,"1,570","-70","-4.3","220,202","352,649,980","1,620","1,660","1,565","101,361,099,700","0.01","64,561,210",,,
1268,006890,태경케미컬,"8,730","150","1.8","1,998,130","17,329,692,260","8,450","9,240","8,000","101,268,000,000","0.01","11,600,000",,,
1269,000890,보해양조,"792","-33","-4.0","2,245,989","1,794,942,324","812","825","782","100,939,903,416","0.01","127,449,373",,,
1270,051360,토비스,"6,020","-280","-4.4","242,773","1,462,352,510","6,360","6,360","5,900","100,636,689,160","0.01","16,717,058",,,
1271,002140,고려산업,"4,035","-185","-4.4","2,531,759","10,198,144,190","4,160","4,175","3,900","100,630,579,875","0.01","24,939,425",,,
1272,225430,케이엠제약,"4,705","1,085","30.0","29,286,910","126,025,168,565","3,660","4,705","3,405","100,626,070,250","0.01","21,387,050",,,
1273,069540,라이트론,"5,420","0","0.0","0","0","0","0","0","100,561,449,660","0.01","18,553,773",,,
1274,124500,아이티센,"5,050","-160","-3.1","428,367","2,189,982,750","5,150","5,270","5,040","100,532,031,650","0.01","19,907,333",,,
1275,042510,라온시큐어,"3,160","-315","-9.1","1,769,355","5,640,923,820","3,445","3,445","3,090","100,518,373,920","0.01","31,809,612",,,
1276,033320,제이씨현시스템,"5,250","-330","-5.9","369,090","1,956,751,070","5,620","5,690","5,140","100,350,768,000","0.01","19,114,432",,,
1277,020710,시공테크,"5,000","15","0.3","48,377","240,424,600","4,950","5,020","4,900","100,239,850,000","0.01","20,047,970",,,
1278,158430,아톤,"23,000","-2,200","-8.7","88,593","2,095,332,950","24,800","25,500","23,000","100,132,271,000","0.01","4,353,577",,,
1279,060850,영림원소프트랩,"12,300","-900","-6.8","361,272","4,516,783,350","13,100","13,250","12,050","100,011,300,000","0.01","8,131,000",,,
1280,064800,젬백스링크,"1,295","-85","-6.2","5,764,936","7,569,781,185","1,370","1,385","1,260","99,997,935,485","0.01","77,218,483",,,
1281,050960,수산아이앤티,"14,800","-1,300","-8.1","418,935","6,347,466,950","15,850","16,500","14,300","99,914,800,000","0.01","6,751,000",,,
1282,123570,이엠넷,"4,475","-365","-7.5","136,095","627,449,305","4,825","4,865","4,475","99,685,449,050","0.01","22,276,078",,,
1283,010960,삼호개발,"3,985","-225","-5.3","331,128","1,336,824,415","4,170","4,195","3,950","99,625,000,000","0.01","25,000,000",,,
1284,007680,대원,"8,580","-300","-3.4","34,904","300,162,980","8,750","8,900","8,390","99,587,056,140","0.01","11,606,883",,,
1285,108380,대양전기공업,"10,400","-600","-5.4","54,062","574,902,950","11,000","11,000","10,350","99,500,263,200","0.01","9,567,333",,,
1286,003100,선광,"15,050","-450","-2.9","141,868","2,138,244,550","15,500","15,900","14,900","99,330,000,000","0.01","6,600,000",,,
1287,033540,파라텍,"5,840","-360","-5.8","281,221","1,672,872,870","6,200","6,200","5,800","99,184,749,600","0.01","16,983,690",,,
1288,094860,코닉글로리,"1,955","-105","-5.1","1,571,722","3,117,664,050","2,060","2,075","1,930","99,006,273,225","0.01","50,642,595",,,
1289,067370,선바이오,"12,900","-400","-3.0","10,026","129,173,150","13,400","13,400","12,550","98,949,966,000","0.01","7,670,540",,,
1290,257370,명성티엔에스,"15,350","-650","-4.1","289,430","4,517,781,400","15,600","16,150","15,300","98,866,418,150","0.01","6,440,809",,,
1291,010600,웰바이오텍,"2,285","-150","-6.2","640,741","1,471,065,605","2,435","2,435","2,195","98,780,289,510","0.01","43,229,886",,,
1292,033830,티비씨,"987","-78","-7.3","4,949,753","4,863,557,720","1,025","1,055","901","98,700,000,000","0.01","100,000,000",,,
1293,045060,오공,"5,820","340","6.2","15,003,516","91,011,176,670","5,550","6,500","5,540","98,602,288,680","0.01","16,941,974",,,
1294,038680,에스넷,"6,130","-330","-5.1","227,851","1,413,756,940","6,480","6,480","6,080","98,541,067,950","0.01","16,075,215",,,
1295,001260,남광토건,"10,000","-500","-4.8","122,325","1,232,901,780","10,350","10,400","10,000","98,286,110,000","0.01","9,828,611",,,
1296,043200,파루,"2,545","-20","-0.8","3,008,039","7,692,758,920","2,585","2,700","2,490","98,253,321,085","0.01","38,606,413",,,
1297,006380,카프로,"2,455","-110","-4.3","188,604","465,043,805","2,565","2,575","2,415","98,200,000,000","0.01","40,000,000",,,
1298,129260,인터지스,"3,300","-145","-4.2","1,165,797","3,880,358,085","3,405","3,490","3,165","98,167,984,200","0.01","29,747,874",,,
1299,012200,계양전기,"3,010","-205","-6.4","442,060","1,339,198,035","3,135","3,200","2,850","98,126,000,000","0.01","32,600,000",,,
1300,046940,우원개발,"5,420","-350","-6.1","256,545","1,422,093,200","5,750","5,760","5,410","97,962,977,000","0.01","18,074,350",,,
1301,067830,세이브존I&C,"2,385","-120","-4.8","311,557","761,388,140","2,470","2,590","2,305","97,882,534,575","0.01","41,040,895",,,
1302,011370,서한,"968","-47","-4.6","1,155,530","1,126,592,689","1,005","1,015","955","97,666,229,320","0.01","100,894,865",,,
1303,001290,상상인증권,"1,015","-15","-1.5","279,556","281,667,296","1,030","1,035","993","97,550,063,555","0.01","96,108,437",,,
1304,004440,대림씨엔에스,"7,660","-850","-10.0","193,472","1,526,621,600","8,620","8,620","7,560","97,526,714,020","0.01","12,731,947",,,
1305,054920,한컴위드,"3,455","-295","-7.9","486,635","1,746,069,415","3,795","3,820","3,435","97,490,014,855","0.01","28,217,081",,,
1306,011810,STX,"4,930","-170","-3.3","31,738","158,007,695","5,050","5,130","4,915","97,253,626,860","0.01","19,726,902",,,
1307,060310,3S,"2,170","-95","-4.2","286,815","631,649,240","2,245","2,290","2,160","97,221,448,870","0.01","44,802,511",,,
1308,036260,이매진아시아,"2,220","0","0.0","0","0","0","0","0","97,187,539,620","0.01","43,778,171",,,
1309,222110,팬젠,"10,050","-350","-3.4","117,838","1,226,616,090","10,600","10,950","9,990","96,899,899,050","0.01","9,641,781",,,
1310,010820,퍼스텍,"2,005","-160","-7.4","1,345,959","2,771,022,045","2,135","2,150","1,975","96,363,227,300","0.01","48,061,460",,,
1311,005710,대원산업,"4,805","-45","-0.9","119,423","579,221,035","4,795","4,890","4,795","96,280,668,000","0.01","20,037,600",,,
1312,005430,한국공항,"30,400","-2,400","-7.3","30,099","920,715,550","32,700","32,700","29,700","96,257,192,000","0.01","3,166,355",,,
1313,014580,태경비케이,"3,485","-200","-5.4","460,271","1,627,478,025","3,645","3,695","3,415","96,127,103,500","0.01","27,583,100",,,
1314,198440,고려시멘트,"3,005","-185","-5.8","642,404","1,979,417,540","3,190","3,225","3,005","96,099,779,800","0.01","31,979,960",,,
1315,000860,강남제비스코,"14,750","-600","-3.9","15,725","235,046,350","15,350","15,450","14,650","95,875,000,000","0.01","6,500,000",,,
1316,267290,경동도시가스,"16,250","-550","-3.3","24,256","396,937,000","16,850","16,850","16,200","95,800,347,500","0.01","5,895,406",,,
1317,026940,부국철강,"4,790","-340","-6.6","551,246","2,686,479,660","4,945","5,070","4,740","95,800,000,000","0.01","20,000,000",,,
1318,040420,정상제이엘에스,"6,110","-100","-1.6","27,040","164,471,070","6,250","6,250","5,990","95,789,842,720","0.01","15,677,552",,,
1319,014990,인디에프,"1,625","-100","-5.8","702,919","1,149,972,050","1,695","1,730","1,590","95,766,116,875","0.01","58,932,995",,,
1320,054450,텔레칩스,"7,090","-490","-6.5","317,198","2,289,404,900","7,630","7,630","7,010","95,756,908,990","0.01","13,505,911",,,
1321,096630,에스코넥,"1,465","-115","-7.3","1,246,718","1,852,192,715","1,565","1,590","1,440","95,614,285,660","0.01","65,265,724",,,
1322,350520,이지스레지던스리츠,"4,640","-55","-1.2","102,826","479,068,250","4,695","4,695","4,625","95,584,000,000","0.01","20,600,000",,,
1323,051490,나라엠앤디,"6,720","-630","-8.6","461,537","3,172,980,660","7,220","7,310","6,650","95,424,000,000","0.01","14,200,000",,,
1324,087260,모바일어플라이언스,"3,180","-185","-5.5","940,537","3,101,543,270","3,465","3,500","3,155","95,400,000,000","0.01","30,000,000",,,
1325,052860,아이앤씨,"5,410","70","1.3","2,136,092","11,180,050,470","5,260","5,470","4,920","95,293,384,640","0.01","17,614,304",,,
1326,233250,메디안디노스틱,"54,500","0","0.0","0","0","0","0","0","95,186,103,000","0.01","1,746,534",,,
1327,006220,제주은행,"2,955","-95","-3.1","50,159","149,511,000","3,050","3,060","2,925","94,940,527,170","0.01","32,128,774",,,
1328,013870,지엠비코리아,"4,970","-390","-7.3","420,464","2,148,241,995","5,280","5,430","4,945","94,789,231,600","0.01","19,072,280",,,
1329,103590,일진전기,"2,550","-130","-4.8","209,037","538,166,405","2,700","2,700","2,510","94,554,994,500","0.01","37,080,390",,,
1330,003480,한진중공업홀딩스,"3,200","-50","-1.5","154,017","486,859,905","3,250","3,305","3,095","94,495,398,400","0.01","29,529,812",,,
1331,357250,미래에셋맵스리츠,"4,685","-45","-1.0","95,666","450,655,640","4,655","4,780","4,655","94,168,500,000","0.01","20,100,000",,,
